sample_65,4,56,36,44,76,3,64,42,0,87,57,25,26,91,37,63,29,16,27,40,57,79,92,74,81,42
sample_66,20,57,58,42,98,22,58,69,92,25,64,65,84,51,54,23,74,63,38,91,32,50,30,85,79,68
sample_67,4,25,92,46,93,39,43,19,64,57,42,41,46,91,76,75,29,53,83,40,54,31,42,42,16,5
sample_68,66,67,29,42,71,1,0,80,69,86,77,87,87,89,83,88,69,1,8,52,39,39,0,18,93,58
sample_69,8,59,36,85,62,7,34,24,42,87,32,70,86,4,29,54,10,26,55,94,91,66,82,43,29,78
sample_70,17,81,3,49,19,92,84,46,62,43,4,39,1,10,64,10,71,80,10,2,57,8,14,76,78,43
sample_71,29,83,50,30,39,76,55,69,99,99,81,48,8,69,3,82,42,48,86,97,12,19,4,51,88,38
sample_72,53,20,96,71,96,76,65,80,17,91,75,4,9,84,35,9,16,26,11,76,5,7,76,23,72,36
sample_73,88,70,91,12,99,76,69,15,59,17,11,82,48,52,67,87,90,82,76,18,43,73,0,19,60,85
sample_74,52,86,54,97,84,8,78,67,28,5,60,84,67,55,15,29,55,33,2,49,93,52,22,97,6,87
sample_75,55,97,18,9,26,66,91,8,80,48,3,63,63,77,40,36,36,64,77,43,77,91,26,82,26,98
sample_76,3,51,0,30,48,35,72,7,59,84,51,90,43,31,59,59,39,14,77,98,38,28,35,44,80,82
sample_77,52,88,42,80,33,12,34,13,19,89,68,57,40,42,63,55,41,69,61,79,99,90,42,22,71,54
sample_78,65,36,32,94,83,48,10,72,63,57,85,31,12,92,52,68,4,7,95,2,80,93,61,44,81,23
sample_79,38,95,76,35,25,39,19,60,82,7,34,17,59,93,29,15,75,39,9,87,31,94,97,33,96,81
sample_80,97,62,64,83,7,3,47,58,19,18,63,83,59,9,58,3,13,5,88,64,66,99,9,23,53,99
sample_81,55,23,52,86,41,52,70,82,6,22,4,45,48,80,45,35,23,76,84,75,81,5,69,71,26,98
sample_82,14,68,22,99,33,47,82,10,87,65,67,34,15,75,7,8,15,18,99,69,19,24,25,9,3,54
sample_83,78,20,39,20,62,67,13,47,3,86,55,18,39,25,98,33,28,23,23,49,99,93,89,80,12,93
sample_84,71,24,91,76,71,76,25,8,1,81,81,45,16,86,59,48,93,81,15,54,15,68,66,93,21,68
sample_85,10,29,37,64,30,39,95,93,72,85,25,86,19,58,22,75,65,65,66,85,72,76,99,28,80,43
sample_86,87,91,55,63,54,50,45,11,89,61,31,23,18,81,20,39,73,27,44,36,32,65,7,65,87,41
sample_87,9,48,96,83,78,17,40,14,35,43,23,59,96,24,92,38,97,13,95,95,67,26,94,79,56,51
sample_88,89,96,93,44,53,55,21,22,34,35,51,57,75,82,25,33,41,23,53,37,94,49,14,6,80,10
sample_89,55,71,85,4,62,95,83,5,93,8,58,58,95,10,39,50,37,43,38,31,25,10,43,44,47,1
sample_90,84,86,30,10,15,84,65,2,25,34,26,95,22,41,19,29,71,3,91,82,10,91,98,51,23,29
sample_91,90,64,12,38,80,90,10,26,44,86,0,12,1,83,80,77,65,41,55,43,0,91,98,73,37,56
sample_92,15,23,17,34,58,46,4,26,61,59,7,53,53,12,60,94,82,86,77,48,25,63,68,29,84,25
sample_93,19,51,13,52,8,16,40,38,35,31,15,3,18,38,37,66,92,10,78,30,62,98,17,92,52,15
sample_94,11,8,9,72,8,22,64,81,12,15,63,14,31,44,55,82,6,43,91,25,75,64,13,46,45,21
sample_95,63,75,61,15,69,99,49,12,86,35,60,53,42,35,25,87,64,0,89,85,75,65,3,94,93,99
sample_96,66,85,56,62,0,95,74,82,27,81,49,90,36,83,44,35,72,31,13,92,55,11,55,36,60,33
sample_97,99,27,46,44,13,66,93,57,44,21,12,75,38,29,78,8,80,53,94,96,38,62,32,94,83,19
sample_98,79,85,23,44,81,95,75,56,74,9,30,79,71,98,58,51,5,36,94,13,78,91,63,79,66,66
sample_99,65,70,79,90,15,16,70,18,16,32,14,3,10,33,40,21,85,74,49,7,99,36,30,86,1,48
sample_100,83,94,60,58,8,69,49,82,74,72,1,87,82,48,48,54,39,12,11,30,50,95,22,61,29,80
sample_101,39,74,30,39,97,66,91,87,94,10,46,73,89,72,23,56,51,76,59,79,58,47,42,89,5,94
sample_102,96,31,22,8,38,18,4,18,50,26,10,10,27,79,46,26,29,12,53,60,70,82,47,41,3,80
sample_103,57,8,47,3,81,60,1,84,12,59,22,60,63,85,34,96,10,98,97,97,10,85,48,77,53,77
sample_104,41,47,8,98,70,5,25,44,56,8,17,68,58,73,68,62,87,13,35,49,70,64,13,80,66,64
sample_105,49,65,49,49,51,56,62,31,26,88,24,75,3,60,31,29,26,3,91,64,85,24,65,8,7,96
sample_106,27,45,21,62,10,28,97,35,5,41,47,78,24,2,6,22,16,80,29,25,78,39,84,30,5,76
sample_107,53,78,36,46,73,75,30,31,21,31,93,81,75,45,99,90,5,54,23,10,81,53,24,41,74,69
sample_108,77,41,82,71,51,79,90,77,58,70,75,97,35,56,13,38,16,28,44,90,53,61,58,62,48,60
sample_109,37,20,15,95,20,69,16,35,58,55,88,6,81,95,63,37,80,40,39,6,5,90,92,58,72,81
sample_110,67,93,49,11,47,81,1,21,75,40,30,54,65,0,53,25,66,51,83,66,62,7,42,1,85,20
sample_111,28,95,92,54,45,80,13,56,53,74,33,62,45,57,55,1,76,3,60,52,46,18,87,99,30,17
sample_112,13,34,8,46,15,28,22,15,18,9,90,49,32,59,30,33,76,97,56,4,80,58,50,70,27,22
sample_113,14,91,3,24,0,48,1,75,13,15,9,84,48,77,48,80,35,60,89,62,72,5,27,85,17,63
sample_114,87,92,25,90,8,8,71,31,89,26,90,6,72,99,16,30,66,37,61,90,5,49,84,21,28,43
sample_115,69,75,40,45,56,27,18,99,15,18,39,49,31,5,47,38,49,98,90,20,20,40,85,94,12,14
sample_116,98,21,40,60,92,65,64,6,14,91,6,36,40,14,78,48,17,69,55,95,95,70,19,6,48,19
sample_117,35,82,81,30,16,46,92,30,26,26,33,0,50,68,34,12,34,45,27,6,13,67,29,46,15,78
sample_118,76,24,32,38,88,2,33,85,96,74,44,53,46,83,63,54,93,53,31,27,45,14,78,73,63,89
sample_119,5,87,70,53,40,83,57,43,23,82,92,41,37,73,55,56,84,15,81,7,50,37,79,45,37,68
sample_120,9,76,56,82,9,99,67,12,14,18,92,94,53,31,89,96,73,47,2,22,10,25,21,24,12,42
sample_121,88,67,97,93,7,76,1,58,82,19,90,81,21,82,82,63,15,41,30,14,69,96,35,34,39,15
sample_122,34,24,91,95,16,29,21,84,94,49,11,37,94,26,55,97,53,51,88,54,62,56,9,23,44,66
sample_123,69,88,44,15,22,49,97,48,54,21,66,47,11,94,45,37,58,14,72,31,51,44,32,68,5,60
sample_124,22,47,87,24,53,74,11,95,53,77,37,43,94,42,36,52,90,50,30,91,62,51,31,38,42,3
sample_125,91,75,94,76,58,1,79,12,53,66,64,72,23,25,50,2,23,92,58,97,99,13,4,44,95,51
sample_126,39,48,10,64,68,99,18,48,92,56,42,17,60,82,63,49,59,15,53,36,55,64,50,28,27,80
sample_127,68,44,72,69,9,35,14,1,27,61,3,67,34,37,91,51,31,97,18,88,4,26,49,20,27,44
sample_128,41,63,86,24,88,56,94,82,34,26,52,50,88,54,1,51,51,65,64,87,8,5,88,61,42,78
sample_129,63,74,7,45,29,27,1,47,5,6,76,56,79,65,64,97,76,35,37,25,11,81,16,91,72,87
sample_130,26,61,66,81,18,60,8,94,41,36,25,68,43,61,84,10,60,31,21,80,97,16,50,97,92,25
sample_131,52,63,91,74,95,26,16,89,65,77,89,13,59,7,34,18,9,0,36,92,37,41,72,50,35,22
sample_132,83,40,6,66,16,14,18,25,31,74,47,71,38,64,77,57,64,24,77,76,20,44,98,85,66,39
sample_133,44,81,34,85,88,14,10,62,42,16,37,78,76,42,57,42,29,17,47,74,77,20,22,92,36,34
sample_134,42,95,37,1,62,70,15,3,14,42,15,28,61,21,20,90,92,43,68,78,57,89,13,70,75,85
sample_135,15,8,74,63,15,29,37,39,63,57,24,19,42,27,93,80,42,61,31,67,23,0,19,5,98,99
sample_136,15,14,27,98,34,27,49,29,10,28,78,75,2,31,81,15,20,62,98,83,60,73,92,27,81,12
sample_137,6,24,56,9,53,9,31,46,21,14,72,42,73,18,9,47,67,31,90,86,89,51,90,28,16,21
sample_138,4,58,5,97,55,41,10,84,98,26,8,48,71,40,33,26,63,48,97,73,41,50,83,67,86,81
sample_139,21,7,11,0,12,22,54,34,27,46,30,4,63,22,58,97,57,17,13,87,28,22,53,78,14,29
sample_140,14,49,92,76,14,38,43,96,75,43,3,63,0,38,31,62,30,75,50,47,75,66,40,70,20,81
sample_141,49,24,31,22,20,11,28,37,99,66,23,33,56,92,30,24,52,74,71,77,92,58,76,91,68,91
sample_142,45,74,89,15,7,0,30,68,62,42,26,18,72,94,65,91,5,86,62,68,27,64,13,54,92,40
sample_143,98,42,97,48,48,31,87,59,69,5,38,40,30,62,43,5,15,91,25,78,84,78,86,75,34,31
sample_144,35,73,10,85,92,56,21,90,78,88,69,22,28,0,47,23,12,65,21,68,18,74,0,5,98,27
sample_145,1,78,59,32,45,93,60,20,9,90,2,40,14,83,65,45,27,95,36,77,41,62,85,14,5,59
sample_146,24,27,20,59,83,48,97,18,89,71,10,49,34,91,27,3,97,84,78,40,14,69,6,60,63,72
sample_147,10,99,82,19,80,0,90,28,38,77,45,9,6,82,46,83,76,83,6,81,31,80,26,38,52,21
sample_148,96,17,4,87,38,83,21,59,39,79,28,9,63,27,80,8,17,23,7,86,28,75,32,82,1,66
sample_149,74,15,91,27,63,24,36,30,53,83,71,86,50,86,33,50,74,38,1,15,77,45,42,38,46,86
sample_150,1,73,67,89,89,17,30,2,15,66,14,47,26,55,0,46,3,7,72,87,55,88,44,34,77,6
sample_151,41,38,12,10,32,77,32,65,45,45,13,91,52,2,50,11,27,52,51,79,84,19,72,35,72,93
sample_152,57,11,1,22,60,72,49,23,58,93,57,29,43,13,29,86,31,65,38,62,87,5,15,90,8,89
sample_153,69,22,27,54,54,94,50,7,88,63,4,8,63,50,40,5,1,8,49,2,23,24,18,48,20,25
sample_154,95,63,24,27,25,51,72,80,48,16,74,89,71,66,39,44,13,53,56,29,84,8,58,45,24,60
sample_155,65,80,79,31,55,1,64,44,93,29,79,18,54,29,25,27,54,5,7,64,5,32,17,31,68,65
sample_156,15,75,40,76,48,14,30,3,23,22,48,31,85,73,87,61,14,47,2,24,34,77,40,37,85,57
sample_157,40,65,21,55,77,19,47,63,10,37,90,16,93,40,53,12,67,7,26,46,47,26,53,59,70,17
sample_158,79,83,31,56,13,35,2,12,67,53,0,61,63,69,87,35,56,7,99,99,8,32,96,89,45,81
sample_159,18,29,19,96,17,44,28,79,52,37,0,91,29,56,65,54,98,38,48,6,86,66,83,49,90,53
sample_160,27,42,83,70,1,55,93,85,38,27,6,74,13,11,0,57,15,43,13,63,47,91,22,42,22,47
sample_161,26,8,8,96,42,41,65,0,17,48,8,89,22,40,65,47,88,78,29,89,30,8,29,66,49,61
sample_162,76,77,61,98,20,99,72,69,58,38,61,10,29,73,5,45,75,17,55,44,80,32,60,48,92,36
sample_163,25,83,1,92,97,10,87,83,30,32,67,41,51,10,36,71,83,58,65,29,83,22,94,1,44,35
sample_164,11,81,4,45,1,96,93,84,41,6,9,87,84,98,52,83,15,89,92,7,24,51,35,10,69,66
sample_165,14,54,21,33,72,78,29,12,92,96,52,43,52,87,14,18,64,48,65,92,96,84,58,35,51,9
sample_166,72,74,10,1,46,20,36,95,98,82,50,8,72,52,91,10,63,48,50,44,32,31,77,19,2,54
sample_167,98,81,18,2,56,25,17,34,85,92,91,17,87,4,67,31,36,36,33,78,9,60,47,38,58,36
sample_168,80,75,16,63,52,39,36,31,12,77,28,4,79,12,65,87,26,2,74,60,24,50,23,54,82,49
sample_169,59,68,98,23,13,60,25,50,84,63,26,88,99,33,81,64,36,52,92,39,72,94,50,8,37,36
sample_170,74,69,51,4,55,94,64,65,24,17,27,76,69,31,21,92,77,59,0,43,7,8,26,33,10,93
sample_171,48,72,48,1,44,71,20,84,85,46,70,88,68,55,93,16,38,76,83,76,61,4,63,23,84,15
sample_172,86,45,68,15,45,69,16,36,14,76,80,92,50,59,19,89,15,81,95,46,26,77,49,22,78,5
sample_173,11,97,17,83,89,27,0,20,99,0,87,84,48,40,36,18,76,34,61,66,45,27,65,23,18,90
sample_174,2,55,85,4,63,73,94,6,91,49,89,41,30,32,72,86,53,50,92,23,89,16,23,16,83,16
sample_175,50,28,61,37,74,92,15,40,51,68,39,19,2,67,15,42,98,38,80,44,98,32,12,92,4,27
sample_176,92,46,33,11,39,38,75,36,28,87,76,29,35,45,9,55,80,15,14,16,28,47,59,93,37,24
sample_177,5,45,48,27,46,80,75,2,81,72,2,36,1,23,55,96,92,26,25,7,45,26,50,78,38,46
sample_178,20,1,83,24,41,52,80,63,94,82,83,62,8,2,91,54,90,98,4,55,7,57,11,59,68,29
sample_179,72,87,7,89,1,11,44,31,83,75,95,50,34,77,7,87,45,12,41,35,15,90,61,91,31,4
sample_180,0,0,66,2,37,37,6,95,40,75,68,86,52,16,52,87,80,90,47,35,9,1,93,40,5,90
sample_181,41,65,39,2,45,81,16,42,66,6,84,82,86,80,96,2,20,64,85,16,42,90,16,17,38,88
sample_182,74,6,45,78,26,19,2,41,48,61,93,11,74,1,66,27,76,49,71,39,44,20,40,23,95,11
sample_183,81,82,22,43,10,28,80,45,12,17,98,88,16,81,73,12,41,26,40,94,52,73,35,24,72,41
sample_184,20,30,80,26,26,13,94,45,24,77,29,50,3,22,86,5,68,58,20,28,23,77,38,7,2,90
sample_185,72,14,41,53,67,10,16,97,21,82,14,88,59,29,67,10,73,21,84,43,45,25,85,56,42,78
sample_186,37,51,38,38,69,54,67,2,29,66,50,24,47,83,19,50,55,48,74,82,66,30,7,67,28,30
sample_187,9,21,55,78,65,10,75,2,57,12,48,47,58,55,53,99,62,82,63,39,46,2,92,58,52,53
sample_188,67,13,45,68,85,62,9,21,62,75,23,10,60,95,85,48,45,12,35,59,44,69,55,88,37,98
sample_189,11,24,69,6,27,29,48,33,28,70,57,3,8,4,1,79,95,49,7,26,36,62,34,18,95,20
sample_190,32,58,42,14,0,39,87,88,1,96,96,55,23,37,83,4,90,45,39,56,64,7,35,63,98,82
sample_191,54,44,53,95,81,47,66,40,74,67,56,54,3,43,11,99,61,82,96,55,11,31,91,42,93,74
sample_192,51,6,90,79,46,98,48,96,78,17,82,81,96,24,10,40,36,77,54,92,90,24,14,1,9,77
sample_193,47,78,29,68,21,66,28,79,59,44,9,54,92,70,15,84,20,46,53,43,9,71,33,18,71,90
sample_194,16,59,23,5,44,45,55,13,66,49,90,92,6,48,44,4,82,67,56,67,68,51,4,62,88,45
sample_195,15,81,81,71,10,12,1,16,56,38,21,31,91,6,65,30,49,98,80,99,34,84,50,15,91,45
sample_196,31,52,75,68,18,45,68,18,19,10,4,58,94,59,9,64,44,24,96,32,29,19,56,99,75,63
sample_197,84,17,20,64,54,75,51,74,11,12,24,72,2,85,81,64,26,22,12,29,71,36,50,1,73,54
sample_198,23,55,8,49,56,86,32,76,99,23,88,14,24,27,25,50,51,77,76,77,90,93,19,90,32,55
sample_199,92,77,3,9,78,53,24,64,31,66,51,24,5,50,71,1,29,28,50,62,25,8,71,40,87,90
sample_200,72,24,43,20,2,62,93,57,85,29,98,39,48,32,81,38,35,35,64,31,4,98,86,22,28,84
sample_201,68,62,47,30,17,50,67,97,85,37,24,58,72,94,44,56,52,6,16,64,0,84,18,95,38,41
sample_202,61,92,40,29,9,16,70,74,48,71,61,10,70,74,78,12,43,33,59,42,31,55,71,66,87,70
sample_203,82,1,8,4,3,64,50,64,6,6,89,57,17,46,76,63,94,67,61,54,93,57,22,23,61,3
sample_204,93,34,2,32,35,31,95,63,72,27,40,31,63,11,33,83,60,88,29,35,47,1,14,50,72,49
sample_205,38,8,15,90,57,30,61,98,92,79,95,88,15,9,65,19,43,1,63,8,56,23,97,77,21,78
sample_206,69,52,22,21,41,70,30,22,19,71,85,54,90,17,95,49,45,15,11,72,75,84,9,90,60,56
sample_207,80,35,14,30,25,88,89,34,86,48,96,73,71,55,45,39,83,0,93,67,63,42,66,20,51,14
sample_208,12,18,73,12,30,71,32,97,41,40,3,52,31,49,38,7,34,15,97,64,48,33,13,22,27,4
sample_209,56,45,35,19,52,90,34,90,27,56,29,61,32,30,81,78,25,3,97,20,47,32,33,68,36,85
sample_210,80,3,42,36,81,91,31,47,92,49,44,18,8,6,81,72,44,56,38,89,86,92,34,95,76,79
sample_211,42,7,46,42,36,37,12,18,11,74,5,67,65,96,44,49,0,90,2,4,19,9,48,13,9,96
sample_212,11,44,74,48,96,60,95,12,37,77,0,96,70,99,57,21,47,77,43,41,44,73,57,69,29,43
sample_213,81,45,80,72,38,97,85,47,20,2,95,49,59,90,2,28,93,5,39,6,24,85,27,22,85,12
sample_214,1,86,13,47,4,16,50,72,37,3,11,57,63,51,49,36,38,31,79,92,26,26,58,50,90,50
sample_215,20,50,25,95,39,86,76,81,20,79,62,57,66,87,90,90,28,80,1,23,28,98,42,95,32,31
sample_216,25,40,1,63,62,68,76,58,3,21,11,99,95,82,42,72,90,73,38,24,11,7,54,67,97,79
sample_217,40,1,55,41,60,10,23,0,84,5,78,13,48,74,37,84,62,35,60,67,17,67,15,75,88,89
sample_218,25,35,32,1,69,8,24,26,45,42,30,70,24,32,91,71,16,11,6,83,91,72,43,60,71,82
sample_219,78,63,11,27,92,51,69,77,27,70,92,47,57,97,34,8,78,2,8,48,98,67,2,35,85,66
sample_220,92,88,95,41,43,65,87,35,58,92,56,26,85,97,27,6,72,49,43,58,47,1,89,85,22,56
sample_221,20,21,74,44,16,13,56,92,87,6,45,72,20,95,23,7,81,17,5,73,81,84,86,7,58,22
sample_222,13,61,57,87,3,13,62,62,53,36,13,11,9,9,23,85,25,7,64,53,90,48,70,50,88,69
sample_223,91,17,49,63,84,30,67,78,78,90,94,9,39,29,97,73,51,70,58,66,80,1,56,50,72,18
sample_224,12,20,22,61,38,12,39,17,50,78,10,69,13,70,31,81,84,88,8,47,57,14,94,26,64,94
sample_225,21,34,71,5,28,90,23,44,68,89,72,7,75,57,21,84,25,8,89,19,85,64,46,99,69,45
sample_226,13,22,10,76,61,53,38,35,25,25,62,0,49,71,95,12,76,40,31,94,73,96,66,96,85,0
sample_227,95,39,7,93,76,30,19,79,41,98,70,39,67,20,37,68,89,47,2,81,9,89,11,24,4,95
sample_228,53,16,70,71,74,76,31,3,4,36,15,0,20,74,66,0,72,99,34,9,59,34,87,73,63,17
sample_229,87,45,99,36,56,23,85,86,73,31,86,87,84,16,75,82,94,26,88,4,6,51,69,28,77,45
sample_230,31,28,99,36,43,12,71,69,68,96,96,24,27,33,16,24,99,96,12,93,40,52,0,64,18,40
sample_231,28,44,2,86,94,58,63,96,84,25,45,35,51,45,70,34,66,79,0,71,0,93,77,41,68,54
sample_232,14,75,68,35,51,11,97,40,61,86,69,14,95,4,79,70,95,37,83,4,64,2,13,54,50,87
sample_233,45,37,19,35,58,10,12,40,19,39,58,55,16,45,51,2,24,96,90,78,23,99,76,23,3,5
sample_234,69,74,76,13,77,91,98,39,55,77,85,98,85,6,6,40,44,78,22,66,49,60,49,87,7,86
sample_235,79,82,33,11,76,35,78,88,36,35,87,48,46,2,57,5,25,51,43,23,30,76,22,95,67,2
sample_236,20,36,58,77,3,94,28,30,79,25,34,48,52,79,2,89,22,63,79,46,97,66,88,31,17,10
sample_237,66,42,97,67,55,15,18,35,24,64,17,45,60,74,71,76,58,5,66,52,56,10,12,68,55,25
sample_238,15,31,8,80,7,47,58,10,29,21,65,31,49,97,36,95,78,28,25,2,93,75,48,72,39,51
sample_239,22,42,0,48,20,1,39,15,22,43,63,23,25,6,0,80,28,28,27,59,39,88,4,65,1,81
sample_240,1,29,24,10,13,60,7,79,90,72,25,34,11,51,78,6,58,97,32,30,62,51,93,48,76,62
sample_241,98,99,17,82,7,27,79,76,32,22,21,2,59,66,76,63,99,32,73,68,27,12,88,15,77,40
sample_242,91,44,46,94,39,5,39,73,54,5,35,70,58,3,76,93,0,79,3,6,82,72,20,18,46,22
sample_243,49,84,72,40,42,66,19,46,16,64,26,45,16,35,94,42,32,56,45,96,46,88,94,99,91,23
sample_244,89,98,45,55,78,34,63,25,72,41,56,98,75,15,34,59,68,52,58,66,72,81,99,57,11,79
sample_245,82,45,4,44,23,34,75,3,31,88,87,71,65,38,17,92,26,3,98,39,83,24,18,93,38,18
